condition,episode,episode_idx,save_idx,action_key,action_dim,action_value,path
high,episode_000001,1,4,action_values.0,0,9.49946403503418,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,4,action_values.1,1,36.61650085449219,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,4,action_values.2,2,-47.966590881347656,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,4,action_values.3,3,-95.57599639892578,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,4,action_values.4,4,8.308435440063477,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,4,action_values.5,5,46.60726547241211,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,0,action_values.0,0,-11.58980655670166,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,0,action_values.1,1,92.39967346191406,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,0,action_values.2,2,-2.627023696899414,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,0,action_values.3,3,-89.9145278930664,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,0,action_values.4,4,-7.7825927734375,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,0,action_values.5,5,47.93694305419922,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000002,2,1,action_values.0,0,-9.389131546020508,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,1,action_values.1,1,35.00215148925781,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,1,action_values.2,2,-14.083147048950195,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,1,action_values.3,3,-70.6971206665039,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,1,action_values.4,4,-7.246964454650879,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,1,action_values.5,5,46.490196228027344,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000002,2,2,action_values.0,0,-4.060660362243652,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,2,action_values.1,1,57.698883056640625,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,2,action_values.2,2,-56.29758834838867,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,2,action_values.3,3,-82.39505004882812,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,2,action_values.4,4,-3.404543876647949,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,2,action_values.5,5,4.009096145629883,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000002,2,3,action_values.0,0,11.059037208557129,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,3,action_values.1,1,39.44670104980469,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,3,action_values.2,2,-53.405479431152344,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,3,action_values.3,3,-88.31228637695312,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,3,action_values.4,4,8.074708938598633,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,3,action_values.5,5,4.071958541870117,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000002,2,4,action_values.0,0,9.364404678344727,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,4,action_values.1,1,40.865020751953125,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,4,action_values.2,2,-46.92621612548828,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,4,action_values.3,3,-97.60057067871094,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,4,action_values.4,4,7.371647834777832,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000002,2,4,action_values.5,5,47.328163146972656,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000003,3,0,action_values.0,0,-11.699226379394531,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,0,action_values.1,1,91.79945373535156,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,0,action_values.2,2,-2.9404220581054688,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,0,action_values.3,3,-89.76873779296875,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,0,action_values.4,4,-7.854509353637695,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,0,action_values.5,5,47.834896087646484,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000003,3,1,action_values.0,0,-9.157724380493164,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,1,action_values.1,1,35.650333404541016,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,1,action_values.2,2,-14.159204483032227,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,1,action_values.3,3,-71.49413299560547,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,1,action_values.4,4,-7.58445930480957,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,1,action_values.5,5,42.59762191772461,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000003,3,2,action_values.0,0,1.5166938304901123,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,2,action_values.1,1,44.825599670410156,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,2,action_values.2,2,-49.368743896484375,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,2,action_values.3,3,-97.60741424560547,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,2,action_values.4,4,0.2639122009277344,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,2,action_values.5,5,3.814424514770508,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000003,3,3,action_values.0,0,10.739307403564453,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000003,3,3,action_values.1,1,30.98040008544922,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000003,3,3,action_values.2,2,-52.661827087402344,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000003,3,3,action_values.3,3,-96.99198913574219,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000003,3,3,action_values.4,4,9.606242179870605,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000003,3,3,action_values.5,5,47.09101867675781,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,0,action_values.0,0,-11.693439483642578,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,0,action_values.1,1,93.16797637939453,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,0,action_values.2,2,-1.8269309997558594,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,0,action_values.3,3,-89.83432006835938,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,0,action_values.4,4,-7.807404518127441,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,0,action_values.5,5,47.94179153442383,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000004,4,1,action_values.0,0,-8.3889799118042,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,1,action_values.1,1,35.239044189453125,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,1,action_values.2,2,-15.253957748413086,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,1,action_values.3,3,-71.79366302490234,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,1,action_values.4,4,-6.798000335693359,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,1,action_values.5,5,40.342926025390625,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000004,4,2,action_values.0,0,-0.3033773899078369,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,2,action_values.1,1,45.76879119873047,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,2,action_values.2,2,-52.965824127197266,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,2,action_values.3,3,-95.9688949584961,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,2,action_values.4,4,-2.137204647064209,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,2,action_values.5,5,3.7471694946289062,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000004,4,3,action_values.0,0,10.364432334899902,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,3,action_values.1,1,30.608165740966797,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,3,action_values.2,2,-52.54834747314453,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,3,action_values.3,3,-90.08061981201172,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,3,action_values.4,4,8.184850692749023,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,3,action_values.5,5,44.406150817871094,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000004,4,4,action_values.0,0,-6.902657508850098,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000004,4,4,action_values.1,1,96.19432067871094,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000004,4,4,action_values.2,2,12.58005142211914,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000004,4,4,action_values.3,3,-88.44327545166016,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000004,4,4,action_values.4,4,-5.720274925231934,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000004,4,4,action_values.5,5,48.160736083984375,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,0,action_values.0,0,-11.55489730834961,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,0,action_values.1,1,92.32774353027344,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,0,action_values.2,2,-1.6038436889648438,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,0,action_values.3,3,-88.86282348632812,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,0,action_values.4,4,-7.880494117736816,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,0,action_values.5,5,48.069637298583984,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000005,5,1,action_values.0,0,-9.269270896911621,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,1,action_values.1,1,36.34192657470703,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,1,action_values.2,2,-12.963054656982422,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,1,action_values.3,3,-70.76200866699219,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,1,action_values.4,4,-7.371269226074219,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,1,action_values.5,5,45.31230163574219,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000005,5,2,action_values.0,0,-5.233013153076172,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,2,action_values.1,1,65.64212036132812,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,2,action_values.2,2,-53.81135940551758,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,2,action_values.3,3,-78.92343139648438,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,2,action_values.4,4,-2.7099568843841553,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,2,action_values.5,5,4.467966079711914,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000005,5,3,action_values.0,0,9.655200004577637,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,3,action_values.1,1,39.34592056274414,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,3,action_values.2,2,-52.44832992553711,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,3,action_values.3,3,-85.37361907958984,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,3,action_values.4,4,7.21030330657959,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,3,action_values.5,5,4.5152587890625,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000005,5,4,action_values.0,0,9.480774879455566,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,4,action_values.1,1,37.334556579589844,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,4,action_values.2,2,-49.891117095947266,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,4,action_values.3,3,-96.41202545166016,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,4,action_values.4,4,7.518667221069336,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000005,5,4,action_values.5,5,47.039268493652344,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,0,action_values.0,0,-11.503693580627441,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,0,action_values.1,1,92.21485900878906,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,0,action_values.2,2,-2.0814857482910156,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,0,action_values.3,3,-89.24401092529297,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,0,action_values.4,4,-7.865050315856934,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,0,action_values.5,5,48.05369186401367,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000006,6,1,action_values.0,0,-9.069780349731445,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,1,action_values.1,1,35.67497253417969,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,1,action_values.2,2,-13.932341575622559,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,1,action_values.3,3,-71.10912322998047,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,1,action_values.4,4,-7.175768852233887,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,1,action_values.5,5,47.516536712646484,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000006,6,2,action_values.0,0,-5.940682411193848,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,2,action_values.1,1,61.70079040527344,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,2,action_values.2,2,-55.81256866455078,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,2,action_values.3,3,-78.09211730957031,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,2,action_values.4,4,-3.189817428588867,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,2,action_values.5,5,4.52546501159668,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000006,6,3,action_values.0,0,10.333227157592773,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,3,action_values.1,1,38.28752136230469,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,3,action_values.2,2,-54.99126052856445,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,3,action_values.3,3,-89.67367553710938,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,3,action_values.4,4,7.779237747192383,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,3,action_values.5,5,4.640203475952148,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000006,6,4,action_values.0,0,8.631560325622559,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,4,action_values.1,1,40.303138732910156,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,4,action_values.2,2,-47.10698699951172,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,4,action_values.3,3,-96.8055191040039,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,4,action_values.4,4,6.419034004211426,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000006,6,4,action_values.5,5,47.47490692138672,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,0,action_values.0,0,-11.788884162902832,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,0,action_values.1,1,92.15084075927734,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,0,action_values.2,2,-1.4946269989013672,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,0,action_values.3,3,-88.58739471435547,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,0,action_values.4,4,-8.010065078735352,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,0,action_values.5,5,47.93050003051758,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000007,7,1,action_values.0,0,-9.337166786193848,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,1,action_values.1,1,35.22022247314453,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,1,action_values.2,2,-14.831205368041992,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,1,action_values.3,3,-71.96097564697266,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,1,action_values.4,4,-7.4957780838012695,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,1,action_values.5,5,46.855804443359375,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000007,7,2,action_values.0,0,-4.575400352478027,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,2,action_values.1,1,55.83555221557617,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,2,action_values.2,2,-56.093807220458984,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,2,action_values.3,3,-89.94258117675781,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,2,action_values.4,4,-3.745436191558838,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,2,action_values.5,5,4.310285568237305,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000007,7,3,action_values.0,0,9.448563575744629,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,3,action_values.1,1,36.71217346191406,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,3,action_values.2,2,-54.99565505981445,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,3,action_values.3,3,-92.09291076660156,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,3,action_values.4,4,7.219891548156738,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,3,action_values.5,5,4.410409927368164,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000007,7,4,action_values.0,0,8.815126419067383,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,4,action_values.1,1,36.5301513671875,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,4,action_values.2,2,-51.13554763793945,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,4,action_values.3,3,-97.40280151367188,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,4,action_values.4,4,7.340934753417969,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000007,7,4,action_values.5,5,48.20508575439453,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000008,8,0,action_values.0,0,-11.66220760345459,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,0,action_values.1,1,91.84465026855469,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,0,action_values.2,2,-1.9273757934570312,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,0,action_values.3,3,-87.77207946777344,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,0,action_values.4,4,-7.9301252365112305,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,0,action_values.5,5,47.54115295410156,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000008,8,1,action_values.0,0,-9.091114044189453,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000008,8,1,action_values.1,1,36.47622299194336,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000008,8,1,action_values.2,2,-13.764581680297852,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
