global_id,layer,neuron,concept,is_selected_concept,tsne_x,tsne_y,max_logit,top_tokens_joined
622,0,622,Other neurons,False,-35.592716217041016,2.9323906898498535,3.1561665534973145,emeteries | ilantro | emetery | reponame | uggage | drew | ashire | compr | ertime | staking
627,0,627,Other neurons,False,-16.216552734375,1.6494073867797852,4.480031967163086,emeteries | absburg | ancock | ometown | incinn | ardships | <filename> | osate | reponame | ISTORY
629,0,629,Other neurons,False,-20.69722557067871,-29.1085205078125,2.962092876434326,ediatrics | elfth | abetics | onday | etheless | outheastern | ediatr | aphrag | adays | edipus
634,0,634,Other neurons,False,6.412327766418457,-8.668924331665039,5.469363689422607,ilantro | reponame | dprinting | emetery | firehose | ikhail | ropract | onsai | geoId | innitus
636,0,636,Other neurons,False,50.27685546875,-20.266082763671875,2.6432437896728516,ed | ly | s | ity | ing | er | ness | hip | n | al
638,0,638,Other neurons,False,13.028444290161133,-11.863609313964844,3.4702236652374268,"essert | emetery | cerity | ciplinary | aseous | immunos | reponame | astrous | |',' | ||=||"
640,0,640,Other neurons,False,68.29324340820312,-13.112186431884766,3.496833324432373," | ( | S | C | M | "" | m | - | , | T"
644,0,644,Other neurons,False,-28.122634887695312,-5.58656120300293,2.702345609664917,onsai | ials | aspberries | odium | emeteries | astes | atican | ravings | incinn | ologne
645,0,645,Other neurons,False,-5.784640312194824,22.810029983520508,2.7689454555511475,ymour | attoos | iterr | ISTORY | olkien | ennes | topl | arval | oggy | outheastern
653,0,653,Other neurons,False,65.88299560546875,-14.362787246704102,3.5982766151428223," | ( | S | B | the | p | T | , | "" | a"
655,0,655,Other neurons,False,36.460601806640625,-2.825791358947754,3.222844123840332,acerb | numerable | cientious | firehose | TType | ukkah | ilantro | crapers | ureus | esville
662,0,662,Other neurons,False,-22.20306968688965,24.925186157226562,2.5646495819091797,elescope | olkien | issipp | uckingham | esville | ubilee | parked | absburg | urrection | PASSWORD
664,0,664,Other neurons,False,-16.119747161865234,-10.740408897399902,2.8710126876831055,iriam | gevity | aminophen | aphyloc | ensibly | ternity | thello | ikhail | ynasty | phans
672,0,672,Other neurons,False,-7.370136260986328,-24.79820442199707,3.5857136249542236,idisciplinary | ologna | uckingham | irmingham | iodiversity | ciplinary | aundice | ilantro | oclonal | leveland
688,0,688,Other neurons,False,-17.83010482788086,-22.57435417175293,2.561811685562134,ountains | rontal | ispens | ostering | iosync | ophyll | akota | ructose | ducive | ageal
691,0,691,Other neurons,False,10.391357421875,-26.047569274902344,2.5945639610290527,ashire | interrupted | inational | essee | iodiversity | itled | roviral | umbai | ayette | apolis
692,0,692,Other neurons,False,5.121150970458984,-7.047146320343018,3.123138427734375,aphyl | allets | ilage | atican | isphere | onsai | ymour | reponame | uary | HOUT
693,0,693,Other neurons,False,64.00264739990234,-19.9041748046875,2.5963857173919678,"- |  | . | about | ( | , | : | T | P | '"
700,0,700,Other neurons,False,-3.523784637451172,-24.364648818969727,5.112086296081543,onsai | endix | amboo | uckingham | ourgeois | ologna | ovine | iodiversity | izarre | acillus
